Alpha Protocol,3.3,0.42000000000000004,0.31,0,0.11000000000000001,0.8300000000000001
Secret of Mana,3.3,0.25,0.07,1.49,0.02,1.83
Shin Megami Tensei,3.3,0,0,0.09,0.01,0.09
Bulletstorm,3.2,0.9099999999999999,0.5900000000000001,0.02,0.18,1.71
FIFA 14,3.2,2.84,11.14,0.2,2.9799999999999995,17.14
Destroy All Humans!,3.2,1.12,0.14,0,0.15,1.4
Castlevania: Harmony of Dissonance,3.2,0.16,0.06,0.04,0,0.26
Kingdoms of Amalur: Reckoning,3.2,1.06,0.68,0.09999999999999999,0.22,2.07
Resident Evil: Revelations,3.2,0.6300000000000001,0.73,0.5700000000000001,0.19999999999999998,2.1500000000000004
God of War: Chains of Olympus,3.2,1.48,1.01,0.04,0.66,3.19
Mega Man X5,3.2,0.3,0.21,0.2,0.05,0.75
Crysis,3.2,0,1.38,0,0.06,1.44
Back to the Future: The Game,3.2,0.17,0.05,0,0.04,0.26
Far Cry 4,3.2,5.6800000000000015,8.9,0.38000000000000006,2.3599999999999994,17.36
Just Cause 2,3.2,1.04,1.8900000000000001,0.08,0.53,3.5300000000000002
The Legend of Zelda,3.2,7.48,1.86,3.38,0.28,13.02
Fire Emblem: Shadow Dragon,3.2,0.31,0.03,0.27,0.03,0.65
Kirby's Dream Land,3.2,2.71,0.61,1.7,0.11,5.13
Scribblenauts,3.2,1.71,0.32,0.02,0.18,2.22
Call of Duty: Modern Warfare 3,3.2,15.58,11.290000000000003,0.62,3.3500000000000005,30.83
Sonic Advance,3.2,1.19,0.71,0.22,0.13,2.24
Kirby's Dream Land 2,3.2,0.69,0.14,1.48,0.05,2.36
LEGO Harry Potter: Years 1-4,3.2,4,3.49,0,1.01,8.51
Overwatch,3.2,1.3800000000000001,1.11,0.14,0.38,3.0100000000000002
Dante's Inferno,3.2,1.3900000000000001,0.51,0.06999999999999999,0.23,2.2
Guitar Hero 5,3.2,2.4,1.56,0,0.9700000000000001,4.9399999999999995
Star Wars: The Force Unleashed,3.2,5.319999999999999,2.97,0.01,1.9100000000000001,10.23
Crash Nitro Kart,3.1,1.51,1.25,0,0.23000000000000004,2.9800000000000004
Metroid II: Return of Samus,3.1,0.85,0.31,0.56,0.04,1.76
Resident Evil 5,3.1,4.07,2.37,1.2000000000000002,0.99,8.620000000000001
Killzone 3,3.1,1.45,0.88,0.09,0.38,2.79
Crysis 2,3.1,1.3099999999999998,1.5199999999999998,0.08,0.45999999999999996,3.3900000000000006
Lightning Returns: Final Fantasy XIII,3.1,0.45999999999999996,0.32,0.46,0.13999999999999999,1.3900000000000001
Fallout 4,3.1,10.84,10.080000000000002,0.5,3.1400000000000006,24.56
Final Fantasy III,3.1,1.77,0.05,5.12,0.12,7.05
Billy Hatcher and the Giant Egg,3.1,0.19,0.05,0,0.01,0.25
Sonic the Hedgehog,3.1,11.639999999999999,4.41,0.9000000000000001,2.6999999999999997,19.71
Mortal Kombat 3,3.1,2.51,0.76,0.02,0.13,3.42
Borderlands,3.1,7.2,2.9800000000000004,0.06,1.24,11.459999999999999
Just Cause 3,3.1,0.91,1.51,0.07,0.36000000000000004,2.85
Super Mario Bros. 2,3.1,5.39,1.18,0.7,0.19,7.46
Uncharted: Drake's Fortune,3.1,2.31,1.73,0.12,0.78,4.94
Saints Row IV,3.1,1.9100000000000004,1.29,0.13,0.45,3.7600000000000002
Lego Batman 3: Beyond Gotham,3.1,1.94,2,0,0.5900000000000001,4.52
Digimon World: Next Order,3.1,0,0,0.09,0,0.09
Twisted Metal,3.1,1.32,0.19,0,0.05,1.56
The Simpsons Game,3,2.53,2.6100000000000003,0,1.98,7.12
DmC: Devil May Cry,3,1.4000000000000004,1.1600000000000001,0.4,0.43999999999999995,3.3799999999999994
Assassin's Creed III,3,6.24,4.93,0.19,1.74,13.1
Crash of the Titans,3,1.68,0.33000000000000007,0,0.32000000000000006,2.32
Assassin's Creed Syndicate,3,1.5100000000000002,2.56,0.06,0.63,4.76
Prince of Persia,3,1.01,0.76,0.05,0.28,2.09
Resistance: Fall of Man,3,1.73,1.73,0.14,0.75,4.35
Castlevania: Circle of the Moon,3,0.6,0.22,0.05,0.02,0.89
Halo 4,3,13.26,4.72,0.08,1.46,19.52
The Sims 4,3,1.92,3.44,0,0.58,5.94
Injustice: Gods Among Us,3,2.1199999999999997,1.2500000000000002,0.01,0.5,3.8700000000000006
Street Fighter V,3,0.35,0.26,0.08,0.13,0.82
New Super Mario Bros. 2,2.9,3.66,3.07,2.47,0.63,9.82
God of War: Ascension,2.9,1.23,0.68,0.04,0.34,2.29
Dragon Ball Z: Budokai Tenkaichi,2.9,0.96,0.12,0.54,0.04,1.66
Remember Me,2.9,0.2,0.25,0,0.09000000000000001,0.53
The Simpsons: Road Rage,2.9,3.85,1.8,0,0.46,6.09
Borderlands: The Pre-Sequel,2.9,0.82,0.63,0.060000000000000005,0.19999999999999998,1.71
Assassin's Creed,2.9,15.6,13.44,0.48,4.38,33.9
Shin Megami Tensei: Persona,2.9,0.08,0,0.13,0.01,0.22
Dragon Ball: XenoVerse,2.9,0.7899999999999999,0.8699999999999999,0.26,0.27,2.18
Tom Clancy's The Division,2.8,2.68,2.37,0.15,0.78,5.989999999999999
Sonic the Hedgehog 2,2.8,4.47,1.2,0.16,0.19,6.03
Mega Man,2.8,0.45,0.08,0.27,0.01,0.81
Mario Kart: Super Circuit,2.8,2.62,1.64,0.99,0.23,5.47
Call of Duty 3,2.8,2.98,1.59,0.05,0.68,5.300000000000001
The LEGO Movie Videogame,2.8,2.28,2.24,0.11,0.64,5.27
Ratchet & Clank: Size Matters,2.8,1.5299999999999998,1.5,0.13,0.9,4.06
Star Wars: The Force Unleashed II,2.8,2.47,1.1600000000000001,0,0.42,4.050000000000001
Danganronpa Another Episode: Ultra Despair Girls,2.7,0.1,0.03,0.12,0.04,0.28
Tales of Zestiria,2.7,0.21000000000000002,0.24,0.44,0.09,0.97
Rayman Raving Rabbids,2.7,1.54,0.09,0.02,0.14,1.7999999999999998
Beyond: Two Souls,2.7,0.52,0.88,0.06,0.34,1.79
Zelda II: The Adventure of Link,2.6,2.19,0.5,1.61,0.08,4.38
Dead Space 3,2.6,1.08,0.66,0,0.25,1.99
Sonic Lost World,2.5,0.48,0.27,0.08,0.06,0.89
Halo 5: Guardians,2.5,2.64,1.2,0.03,0.39,4.26
Call of Duty: Advanced Warfare,2.5,10.440000000000001,8.18,0.34,2.93,21.9
Grand Theft Auto,2.5,0.9600000000000001,1.4100000000000001,0.04,0.14,2.5599999999999996
Resident Evil 6,2.5,3.9800000000000004,3.1999999999999997,1.9000000000000001,1.16,10.26
Call of Duty: Ghosts,2.4,14.919999999999998,9.049999999999999,0.48,2.9199999999999995,27.38
PlayStation All-Stars Battle Royale,2.4,0.76,0.43000000000000005,0.05,0.24000000000000002,1.48
Shadow The Hedgehog,2.4,2.78,0.52,0,0.24000000000000005,3.5400000000000005
Mega Man X6,2.3,0.14,0.1,0.16,0.03,0.42
Sonic and the Secret Rings,1.9,2.48,2.4,0.08,0.6,5.54
Dragon Ball GT: Final Bout,1.8,0.02,0.02,0.22,0.02,0.27
Devil May Cry 2,1.6,0.71,0.58,0.51,0.17,1.97
Mega Man X7,1.4,0.22,0.17,0.14,0.06,0.58
Superman: The New Superman Adventures,0.7,0.33,0.07,0,0,0.41
