GBA,2001,Shooter,0.68
GBA,2002,Role-Playing,24.310000000000002
GBA,2002,Platform,18.710000000000008
GBA,2002,Action,14.48
GBA,2002,Sports,4.76
GBA,2002,Misc,3.3900000000000006
GBA,2002,Racing,1.83
GBA,2002,Shooter,1.02
GBA,2002,Fighting,0.88
GBA,2002,Puzzle,0.8099999999999999
GBA,2002,Adventure,0.77
GBA,2002,Simulation,0.36
GBA,2002,Strategy,0.26
GBA,2003,Platform,16.93
GBA,2003,Action,10.160000000000004
GBA,2003,Role-Playing,9.17
GBA,2003,Misc,3.66
GBA,2003,Sports,3.3900000000000006
GBA,2003,Racing,3.13
GBA,2003,Simulation,2.52
GBA,2003,Strategy,2.49
GBA,2003,Fighting,1.23
GBA,2003,Puzzle,1.23
GBA,2003,Shooter,0.5800000000000001
GBA,2003,Adventure,0.37
GBA,2004,Role-Playing,20.79
GBA,2004,Platform,13.830000000000004
GBA,2004,Action,12.670000000000002
GBA,2004,Misc,11.010000000000003
GBA,2004,Adventure,6.200000000000001
GBA,2004,Racing,3.27
GBA,2004,Puzzle,2.75
GBA,2004,Sports,1.96
GBA,2004,Simulation,1.6300000000000001
GBA,2004,Strategy,1.08
GBA,2004,Fighting,0.72
GBA,2004,Shooter,0.53
GBA,2005,Misc,9.410000000000002
GBA,2005,Action,7.050000000000001
GBA,2005,Platform,5.640000000000001
GBA,2005,Role-Playing,4.5600000000000005
GBA,2005,Sports,1.4999999999999998
GBA,2005,Simulation,1.06
GBA,2005,Adventure,1.05
GBA,2005,Racing,0.8200000000000001
GBA,2005,Puzzle,0.5700000000000001
GBA,2005,Strategy,0.18
GBA,2006,Role-Playing,1.2200000000000002
GBA,2006,Racing,1.13
GBA,2006,Platform,0.75
GBA,2006,Misc,0.56
GBA,2006,Adventure,0.5599999999999999
GBA,2006,Action,0.25
GBA,2006,Simulation,0.16
GBA,2007,Action,1.96
GBA,2007,Misc,1.21
GBA,2007,Adventure,0.23
GC,2001,Fighting,7.07
GC,2001,Simulation,5.05
GC,2001,Action,3.6
GC,2001,Sports,2.8600000000000003
GC,2001,Platform,2.74
GC,2001,Strategy,1.63
GC,2001,Racing,1.4799999999999998
GC,2001,Puzzle,1.46
GC,2001,Adventure,0.26
GC,2001,Misc,0.1
GC,2002,Action,10.879999999999997
GC,2002,Platform,9.67
GC,2002,Shooter,7.260000000000001
GC,2002,Misc,5.72
GC,2002,Sports,4.260000000000001
GC,2002,Adventure,2.92
GC,2002,Fighting,2.8
GC,2002,Racing,2.4999999999999996
GC,2002,Puzzle,1.82
GC,2002,Role-Playing,0.9800000000000001
GC,2002,Strategy,0.71
GC,2002,Simulation,0.29000000000000004
GC,2003,Racing,12.46
GC,2003,Role-Playing,6.190000000000001
GC,2003,Platform,6.090000000000001
GC,2003,Action,5.190000000000001
GC,2003,Fighting,4.9
GC,2003,Sports,4.55
GC,2003,Misc,4.52
GC,2003,Simulation,1.95
GC,2003,Shooter,0.9799999999999999
GC,2003,Puzzle,0.71
GC,2003,Adventure,0.38
GC,2004,Action,5.23
GC,2004,Platform,5
GC,2004,Sports,4.28
GC,2004,Role-Playing,3.8000000000000007
GC,2004,Shooter,2.7499999999999996
GC,2004,Misc,2.4000000000000004
GC,2004,Fighting,1.3800000000000001
GC,2004,Racing,1.3399999999999999
GC,2004,Strategy,1.2
GC,2004,Simulation,0.4
GC,2004,Adventure,0.11
GC,2005,Action,6.830000000000001
GC,2005,Sports,5.590000000000001
GC,2005,Misc,2.97
GC,2005,Platform,2.5599999999999996
GC,2005,Shooter,1.9200000000000002
GC,2005,Fighting,1.6300000000000001
GC,2005,Role-Playing,1.59
GC,2005,Adventure,1.28
GC,2005,Racing,0.7200000000000001
GC,2005,Simulation,0.5700000000000001
GC,2005,Puzzle,0.42
GC,2005,Strategy,0.4
GC,2006,Action,4.13
GC,2006,Racing,2.41
GC,2006,Platform,1.6599999999999997
GC,2006,Sports,1.2100000000000002
GC,2006,Adventure,0.85
GC,2006,Simulation,0.27
GC,2006,Misc,0.24
GC,2006,Shooter,0.11
GC,2006,Role-Playing,0.1
GC,2006,Fighting,0.09
GC,2007,Action,0.14
GEN,1990,Action,2.6
GEN,1991,Platform,4.34
GEN,1992,Platform,6.03
GEN,1992,Fighting,4.33
GEN,1992,Sports,2.05
GEN,1992,Shooter,0.13
GEN,1992,Adventure,0.12
GEN,1993,Strategy,0.19
GEN,1993,Fighting,0.15
GEN,1994,Platform,4.99
GEN,1994,Fighting,1.34
GEN,1994,Sports,1.11
GEN,1994,Racing,0.26
GEN,1994,Role-Playing,0.14
N64,1996,Racing,14.549999999999999
N64,1996,Platform,11.89
N64,1996,Action,2.91
N64,1996,Fighting,1.7799999999999998
N64,1996,Sports,1.3299999999999998
N64,1996,Simulation,1.28
N64,1996,Shooter,0.19
N64,1996,Misc,0.18
N64,1997,Shooter,13.030000000000001
N64,1997,Racing,7.59
N64,1997,Sports,5.41
N64,1997,Platform,5.25
N64,1997,Fighting,3.03
N64,1997,Action,2.5399999999999996
N64,1997,Puzzle,1.8699999999999999
N64,1997,Misc,0.47
N64,1997,Adventure,0.15
N64,1998,Sports,11.219999999999999
N64,1998,Action,9.03
N64,1998,Racing,7.059999999999999
N64,1998,Platform,5.969999999999999
N64,1998,Fighting,4.81
N64,1998,Simulation,4
N64,1998,Misc,2.89
N64,1998,Shooter,1.7
N64,1998,Strategy,1.37
N64,1998,Role-Playing,0.47
N64,1998,Puzzle,0.08
N64,1999,Fighting,9.739999999999998
N64,1999,Platform,8.169999999999998
N64,1999,Racing,7.7700000000000005
N64,1999,Sports,6.249999999999999
N64,1999,Strategy,5.920000000000001
N64,1999,Misc,5.44
N64,1999,Action,5.020000000000001
N64,1999,Simulation,4.34
N64,1999,Shooter,3.5199999999999996
N64,1999,Role-Playing,0.6599999999999999
N64,1999,Puzzle,0.29
N64,1999,Adventure,0.17
N64,2000,Action,9.74
N64,2000,Sports,6.1899999999999995
N64,2000,Platform,3.91
N64,2000,Strategy,2.89
N64,2000,Racing,2.6800000000000006
N64,2000,Fighting,2.5100000000000002
N64,2000,Misc,2.15
N64,2000,Role-Playing,1.75
N64,2000,Shooter,0.72
N64,2000,Puzzle,0.67
N64,2000,Simulation,0.26
N64,2001,Sports,1.4999999999999998
N64,2001,Platform,0.77
N64,2001,Puzzle,0.42
N64,2001,Simulation,0.31
N64,2001,Action,0.16
N64,2001,Role-Playing,0.1
N64,2002,Sports,0.08
NES,1983,Platform,5.619999999999999
NES,1983,Sports,3.2
NES,1983,Misc,2.14
NES,1984,Shooter,31.099999999999998
NES,1984,Sports,6.18
NES,1984,Racing,5.68
NES,1984,Puzzle,3.14
NES,1984,Action,1.85
NES,1984,Misc,1.45
NES,1984,Platform,0.69
NES,1985,Platform,43.17
NES,1985,Action,3.5
NES,1985,Puzzle,2.7600000000000002
NES,1985,Sports,1.96
NES,1985,Fighting,1.05
NES,1985,Shooter,1
NES,1986,Action,13.740000000000002
NES,1986,Platform,9.39
NES,1986,Sports,5.28
NES,1986,Shooter,3.52
NES,1986,Role-Playing,2.52
NES,1986,Racing,1.96
NES,1987,Fighting,5.42
NES,1987,Role-Playing,4.65
NES,1987,Adventure,4.38
NES,1987,Sports,3.57
NES,1987,Platform,1.7400000000000002
NES,1988,Platform,26.3
NES,1988,Role-Playing,5.88
NES,1988,Puzzle,5.58
NES,1988,Sports,3.5999999999999996
NES,1988,Racing,2.14
NES,1988,Action,1.51
NES,1989,Action,4.17
NES,1989,Platform,2.52
NES,1989,Role-Playing,1.1
NES,1990,Puzzle,4.85
NES,1990,Role-Playing,4.52
NES,1990,Platform,2.36
NES,1990,Action,2.23
NES,1990,Sports,1.78
NES,1991,Puzzle,2.51
NES,1991,Action,1.39
NES,1991,Sports,1.28
NES,1991,Platform,0.93
NES,1992,Puzzle,1.12
NES,1992,Platform,0.79
NES,1993,Platform,2.27
NES,1993,Puzzle,0.98
NES,1993,Action,0.36
NES,1994,Role-Playing,0.11
NG,1993,Fighting,0.14
NG,1994,Fighting,0.7999999999999999
NG,1995,Fighting,0.28
PC,1992,Simulation,2.14
PC,1992,Adventure,0.78
PC,1994,Shooter,5.56
PC,1994,Adventure,2.81
PC,1994,Misc,2.39
PC,1994,Strategy,2.08
PC,1995,Strategy,4.21
PC,1996,Simulation,5.12
PC,1996,Strategy,2.85
PC,1996,Role-Playing,1.59
PC,1996,Action,1.03
PC,1997,Shooter,4.12
PC,1997,Adventure,2.43
PC,1997,Strategy,2.4
PC,1997,Action,2.29
PC,1998,Strategy,2.08
PC,1998,Action,1.03
PC,1999,Misc,1.94
PC,1999,Strategy,1.6500000000000001
PC,1999,Sports,1.07
PC,2000,Misc,2.99
PC,2000,Strategy,1.48
PC,2000,Role-Playing,0.13
PC,2001,Simulation,3.9800000000000004
PC,2001,Role-Playing,1.06
PC,2001,Strategy,0.11
PC,2002,Simulation,6.83
PC,2002,Strategy,1.47
PC,2003,Simulation,3.8999999999999995
PC,2003,Sports,2.27
PC,2003,Strategy,1.54
PC,2003,Role-Playing,0.36
PC,2004,Role-Playing,6.28
PC,2004,Shooter,2.7600000000000002
PC,2004,Strategy,0.38
PC,2004,Simulation,0.3
PC,2005,Simulation,1.35
PC,2005,Action,0.98
PC,2005,Strategy,0.74
PC,2005,Racing,0.3
PC,2005,Shooter,0.26
PC,2006,Simulation,1.25
PC,2006,Role-Playing,0.26
PC,2006,Strategy,0.18
PC,2007,Role-Playing,4.09
PC,2007,Shooter,2.52
PC,2007,Sports,1.12
PC,2007,Strategy,0.09
PC,2008,Role-Playing,3.31
PC,2008,Strategy,2.4699999999999998
PC,2008,Action,2.04
PC,2008,Simulation,1.83
PC,2008,Adventure,0.92
PC,2008,Shooter,0.6799999999999999
PC,2009,Simulation,9.08
PC,2009,Strategy,2.04
PC,2009,Shooter,1.6700000000000002
PC,2009,Role-Playing,0.65
PC,2009,Adventure,0.52
PC,2009,Action,0.32
PC,2009,Racing,0.1
PC,2010,Strategy,8.07
PC,2010,Role-Playing,5.61
PC,2010,Simulation,3.3199999999999994
PC,2010,Action,1.88
PC,2010,Shooter,1.7899999999999998
PC,2010,Sports,1.44
PC,2010,Racing,0.38
PC,2010,Adventure,0.12
PC,2010,Puzzle,0.08
PC,2011,Role-Playing,8.879999999999999
PC,2011,Shooter,8.61
PC,2011,Action,6.0699999999999985
PC,2011,Strategy,2.75
PC,2011,Simulation,2.36
PC,2011,Sports,2.22
PC,2011,Racing,0.8300000000000001
PC,2011,Adventure,0.72
PC,2011,Puzzle,0.32999999999999996
PC,2011,Platform,0.11
PC,2012,Role-Playing,8.790000000000001
PC,2012,Action,5.75
PC,2012,Shooter,4.42
PC,2012,Sports,1.26
PC,2012,Simulation,1.16
PC,2012,Strategy,0.9199999999999999
PC,2012,Racing,0.15
PC,2012,Adventure,0.15
PC,2013,Shooter,4.03
PC,2013,Strategy,2.7899999999999996
PC,2013,Action,1.8699999999999999
PC,2013,Simulation,1.52
PC,2013,Sports,1.14
PC,2013,Misc,0.66
PC,2013,Racing,0.27
PC,2014,Simulation,4.8
PC,2014,Shooter,2.51
PC,2014,Role-Playing,2.2699999999999996
PC,2014,Action,2.2199999999999998
PC,2014,Strategy,0.37
PC,2014,Sports,0.3
PC,2014,Racing,0.26
PC,2015,Role-Playing,2
PC,2015,Action,1.81
PC,2015,Shooter,1.31
PC,2015,Strategy,1.08
PC,2015,Simulation,0.64
PC,2015,Sports,0.27
PC,2015,Racing,0.11
PC,2016,Shooter,0.98
PC,2016,Strategy,0.30000000000000004
PC,2016,Role-Playing,0.29
PC,2016,Action,0.14
PC,2016,Adventure,0.1
PS,1994,Shooter,1.59
PS,1994,Fighting,1.3800000000000001
PS,1994,Sports,0.9400000000000001
PS,1994,Racing,0.79
PS,1994,Simulation,0.76
PS,1994,Strategy,0.25
PS,1994,Role-Playing,0.18
PS,1995,Fighting,6.3
PS,1995,Racing,4.41
PS,1995,Misc,4.2700000000000005
PS,1995,Platform,4.2
PS,1995,Sports,3.4700000000000006
PS,1995,Role-Playing,3.21
PS,1995,Simulation,3.18
PS,1995,Action,2.8100000000000005
PS,1995,Shooter,1.5400000000000005
PS,1995,Strategy,0.82
PS,1995,Puzzle,0.2
PS,1995,Adventure,0.11
PS,1996,Action,16.51
PS,1996,Fighting,14.229999999999999
PS,1996,Sports,12.619999999999997
PS,1996,Racing,12.489999999999998
PS,1996,Misc,9.679999999999998
PS,1996,Platform,8.43
PS,1996,Shooter,5.449999999999999
PS,1996,Role-Playing,4.61
PS,1996,Simulation,2.9699999999999993
PS,1996,Puzzle,2.64
PS,1996,Adventure,2.03
PS,1996,Strategy,1.3800000000000001
PS,1997,Racing,24.060000000000002
PS,1997,Sports,23.440000000000005
PS,1997,Action,22.22
PS,1997,Role-Playing,19.45
PS,1997,Platform,14.46
PS,1997,Fighting,8.009999999999998
PS,1997,Simulation,7.859999999999999
PS,1997,Shooter,4.239999999999999
PS,1997,Strategy,3.64
PS,1997,Puzzle,2.69
PS,1997,Misc,2.69
PS,1997,Adventure,1.8199999999999998
PS,1998,Sports,29.46
PS,1998,Action,28.799999999999997
PS,1998,Fighting,25.68000000000001
PS,1998,Platform,20.77999999999999
PS,1998,Racing,20.429999999999996
PS,1998,Role-Playing,10.249999999999998
PS,1998,Misc,8.77
PS,1998,Shooter,7.42
PS,1998,Adventure,5.29
PS,1998,Puzzle,4.18
PS,1998,Strategy,3.1299999999999994
PS,1998,Simulation,3.0500000000000003
PS,1999,Racing,28.589999999999996
PS,1999,Role-Playing,23.449999999999996
PS,1999,Action,22.159999999999993
PS,1999,Sports,20.129999999999992
PS,1999,Strategy,9.349999999999998
PS,1999,Shooter,8.7
PS,1999,Platform,7.580000000000001
PS,1999,Misc,6.68
PS,1999,Simulation,6.14
PS,1999,Adventure,5.88
PS,1999,Fighting,3.84
PS,1999,Puzzle,0.95
PS,2000,Sports,19.919999999999998
PS,2000,Action,19.48
PS,2000,Role-Playing,13.15
PS,2000,Misc,9.409999999999998
PS,2000,Fighting,9.15
PS,2000,Racing,7.7700000000000005
PS,2000,Platform,6.94
PS,2000,Shooter,4.090000000000001
PS,2000,Adventure,2.25
PS,2000,Strategy,1.75
PS,2000,Puzzle,0.75
PS,2000,Simulation,0.74
PS,2001,Action,9.63
PS,2001,Sports,7.369999999999998
PS,2001,Role-Playing,3.22
PS,2001,Racing,3.09
PS,2001,Fighting,2.7199999999999998
PS,2001,Shooter,2.69
PS,2001,Adventure,2.48
PS,2001,Misc,1.18
PS,2001,Platform,1.12
PS,2001,Strategy,0.83
PS,2001,Simulation,0.15
PS,2001,Puzzle,0.14
PS,2002,Action,2.6
PS,2002,Shooter,2.07
PS,2002,Fighting,0.71
PS,2002,Role-Playing,0.32
PS,2002,Racing,0.24
PS,2002,Sports,0.22
PS,2002,Platform,0.21
PS,2003,Misc,1.63
PS,2003,Sports,0.42
PS2,2000,Sports,9.379999999999999
PS2,2000,Fighting,7.879999999999999
PS2,2000,Racing,7.38
PS2,2000,Action,3.32
PS2,2000,Role-Playing,3.09
PS2,2000,Simulation,2.1599999999999997
PS2,2000,Strategy,1.86
PS2,2000,Shooter,1.7600000000000002
PS2,2000,Puzzle,1.1
PS2,2000,Platform,0.38
PS2,2000,Adventure,0.09
PS2,2001,Racing,38.50000000000001
PS2,2001,Action,34.84
PS2,2001,Sports,32.53999999999999
PS2,2001,Shooter,12.59
PS2,2001,Platform,12.070000000000002
PS2,2001,Role-Playing,10.829999999999998
PS2,2001,Simulation,9.280000000000001
PS2,2001,Misc,7.59
PS2,2001,Fighting,5.329999999999999
PS2,2001,Adventure,1.03
PS2,2001,Strategy,0.55
PS2,2002,Action,46.38000000000001
PS2,2002,Sports,44.05999999999998
PS2,2002,Shooter,27.669999999999998
PS2,2002,Racing,20.039999999999996
PS2,2002,Fighting,17.370000000000005
PS2,2002,Role-Playing,15.790000000000003
PS2,2002,Platform,14.63
PS2,2002,Adventure,5.8
PS2,2002,Misc,5.3
PS2,2002,Strategy,2.82
PS2,2002,Puzzle,2.08
PS2,2002,Simulation,1.27
PS2,2003,Action,40.24
PS2,2003,Sports,33.16000000000001
PS2,2003,Racing,27.060000000000006
PS2,2003,Platform,16.12
PS2,2003,Shooter,15.059999999999999
PS2,2003,Fighting,14.579999999999998
PS2,2003,Misc,12.32
PS2,2003,Role-Playing,11.24
PS2,2003,Simulation,9.809999999999999
PS2,2003,Strategy,2.69
PS2,2003,Adventure,1.0899999999999999
PS2,2003,Puzzle,0.14
PS2,2004,Action,48.97000000000003
PS2,2004,Sports,40.640000000000015
PS2,2004,Racing,32.670000000000016
PS2,2004,Shooter,21.360000000000007
PS2,2004,Role-Playing,16.529999999999998
PS2,2004,Platform,15.769999999999998
PS2,2004,Misc,12.969999999999999
PS2,2004,Fighting,10.96
PS2,2004,Simulation,6.249999999999999
PS2,2004,Adventure,1.46
PS2,2004,Strategy,1.36
PS2,2004,Puzzle,0.73
PS2,2005,Action,42.300000000000004
PS2,2005,Sports,33.180000000000014
PS2,2005,Shooter,18.340000000000003
PS2,2005,Misc,15.120000000000003
PS2,2005,Fighting,13.25
PS2,2005,Role-Playing,12.700000000000003
PS2,2005,Racing,12.440000000000003
PS2,2005,Platform,4.81
PS2,2005,Simulation,3.0100000000000002
PS2,2005,Adventure,1.9300000000000002
PS2,2005,Strategy,1.39
PS2,2005,Puzzle,0.52
PS2,2006,Sports,26.360000000000003
PS2,2006,Action,19.57
PS2,2006,Misc,13.209999999999999
PS2,2006,Role-Playing,12.689999999999998
PS2,2006,Fighting,7.470000000000002
PS2,2006,Shooter,6.83
PS2,2006,Racing,5.6000000000000005
PS2,2006,Adventure,3.27
PS2,2006,Simulation,2.4
PS2,2006,Platform,1.03
PS2,2006,Strategy,0.75
PS2,2006,Puzzle,0.28
PS2,2007,Sports,18.2
PS2,2007,Action,16.89
PS2,2007,Misc,14.920000000000002
PS2,2007,Fighting,6.33
PS2,2007,Racing,4.68
PS2,2007,Role-Playing,3.9699999999999998
PS2,2007,Simulation,2.7199999999999998
PS2,2007,Platform,1.8199999999999998
PS2,2007,Strategy,1.6300000000000001
PS2,2007,Adventure,1.5000000000000002
PS2,2007,Shooter,0.28
PS2,2007,Puzzle,0.12
PS2,2008,Sports,12.440000000000001
PS2,2008,Action,11.180000000000001
PS2,2008,Misc,9.719999999999997
PS2,2008,Platform,3.67
PS2,2008,Racing,2.99
PS2,2008,Role-Playing,2.57
PS2,2008,Shooter,2.5100000000000002
PS2,2008,Fighting,2.47
PS2,2008,Simulation,1.99
PS2,2008,Adventure,0.86
PS2,2008,Puzzle,0.71
PS2,2008,Strategy,0.5
PS2,2009,Sports,7.300000000000001
